sequence,depth,T_HW_ms,cycles,MMAC,weights,bottlenecks,block_cycles,hw_feasible_on_bitstream,infeasible_at
64-48-16-16-16-64,6,44.186000,4418600,306.201600,7035,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/54000/54000/122400,0,b2 G*Cin=5120
64-16-64-16-48-64,6,44.198680,4419868,246.067200,9003,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/140400/102600/223200,0,b2 G*Cin=5120
64-48-48-16-64,5,44.222000,4422200,334.080000,8971,PW-DW-DW-PW-PW,1958400/1872868/356932/111600/122400,0,b2 G*Cin=5120
64-48-16-32-64,5,44.222000,4422200,320.947200,8059,PW-DW-DW-PW-PW,1958400/1872868/356932/68400/165600,0,b2 G*Cin=5120
64-16-32-32-48-64,6,44.223280,4422328,247.680000,9115,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/97200/151200/223200,0,b2 G*Cin=5120
64-64-16-64,4,44.293360,4429336,359.424000,7659,PW-DW-DW-PW,1958400/1872868/475668/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-32-16-64,6,44.294640,4429464,301.363200,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/154800/82800/122400,0,b2 G*Cin=5120
64-32-32-32-32-64,6,44.294640,4429464,291.916800,9115,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/97200/97200/165600,0,b2 G*Cin=5120
64-16-32-64-32-64,6,44.367280,4436728,257.126400,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/165600/154800/165600,0,b2 G*Cin=5120
64-16-32-16-64-64,6,44.367280,4436728,247.680000,9115,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/82800/122400/280800,0,b2 G*Cin=5120
64-16-48-64-16-64,6,44.367280,4436728,246.067200,9003,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/223200/140400/122400,0,b2 G*Cin=5120
64-16-64-48-64,5,44.432680,4443268,262.425600,10139,PW-DW-PW-PW-PW,1958400/1872868/122400/266400/223200,0,b2 G*Cin=5120
64-32-64-16-32-64,6,44.438640,4443864,301.363200,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/140400/68400/165600,0,b2 G*Cin=5120
64-32-32-48-64,5,44.438640,4443864,297.216000,9483,PW-DW-DW-PW-PW,1958400/1872868/238196/151200/223200,0,b2 G*Cin=5120
64-48-32-16-16-64,6,44.474000,4447400,323.020800,8203,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/82800/54000/122400,0,b2 G*Cin=5120
64-32-16-16-48-64,6,44.492640,4449264,282.470400,8459,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/54000/102600/223200,0,b2 G*Cin=5120
64-48-64-16-64,5,44.510000,4451000,350.899200,10139,PW-DW-DW-PW-PW,1958400/1872868/356932/140400/122400,0,b2 G*Cin=5120
64-48-32-32-64,5,44.510000,4451000,341.452800,9483,PW-DW-DW-PW-PW,1958400/1872868/356932/97200/165600,0,b2 G*Cin=5120
64-16-48-32-48-64,6,44.511280,4451128,260.812800,10027,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/126000/151200/223200,0,b2 G*Cin=5120
64-16-48-48-32-64,6,44.511280,4451128,257.126400,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/208800/126000/165600,0,b2 G*Cin=5120
64-16-64-48-16-64,6,44.540680,4454068,246.067200,9003,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/266400/111600/122400,0,b2 G*Cin=5120
64-32-32-48-16-64,6,44.546640,4454664,280.857600,8347,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/151200/111600/122400,0,b2 G*Cin=5120
64-32-16-64-16-64,6,44.546640,4454664,269.798400,7579,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/122400/140400/122400,0,b2 G*Cin=5120
64-16-48-64-64,5,44.547280,4454728,273.484800,10907,PW-DW-DW-PW-PW,1958400/1872868/119460/223200/280800,0,b2 G*Cin=5120
64-32-48-32-32-64,6,44.582640,4458264,308.736000,10283,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/126000/97200/165600,0,b2 G*Cin=5120
64-48-16-32-16-64,6,44.618000,4461800,315.648000,7691,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/68400/82800/122400,0,b2 G*Cin=5120
64-32-16-48-32-64,6,44.636640,4463664,288.230400,8859,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/102600/126000/165600,0,b2 G*Cin=5120
64-16-16-32-64-64,6,44.655280,4465528,258.739200,9883,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/68400/165600/280800,0,b2 G*Cin=5120
64-16-48-16-64-64,6,44.655280,4465528,257.126400,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/111600/122400/280800,0,b2 G*Cin=5120
64-48-64-64,4,44.690000,4469000,378.316800,12043,PW-DW-DW-PW,1958400/1872868/356932/280800,0,b2 G*Cin=5120
64-64-32-64,4,44.725360,4472536,390.988800,9851,PW-DW-DW-PW,1958400/1872868/475668/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-16-64-64,5,44.726640,4472664,297.216000,9483,PW-DW-DW-PW-PW,1958400/1872868/238196/122400/280800,0,b2 G*Cin=5120
64-48-48-16-16-64,6,44.762000,4476200,339.840000,9371,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/111600/54000/122400,0,b2 G*Cin=5120
64-48-16-16-32-64,6,44.762000,4476200,326.707200,8459,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/54000/68400/165600,0,b2 G*Cin=5120
64-32-32-16-48-64,6,44.780640,4478064,295.603200,9371,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/82800/102600/223200,0,b2 G*Cin=5120
64-48-48-32-64,5,44.798000,4479800,361.958400,10907,PW-DW-DW-PW-PW,1958400/1872868/356932/126000/165600,0,b2 G*Cin=5120
64-16-64-32-48-64,6,44.828680,4482868,273.945600,10939,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/154800/151200/223200,0,b2 G*Cin=5120
64-64-16-16-64,5,44.833360,4483336,365.184000,8059,PW-DW-DW-PW-PW,1958400/1872868/475668/54000/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-16-16-48-48-64,6,44.853280,4485328,251.366400,9371,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/102600/208800/223200,0,b2 G*Cin=5120
64-32-64-32-32-64,6,44.870640,4487064,325.555200,11451,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/154800/97200/165600,0,b2 G*Cin=5120
64-48-32-32-16-64,6,44.906000,4490600,336.153600,9115,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/97200/82800/122400,0,b2 G*Cin=5120
64-16-48-64-32-64,6,44.943280,4494328,277.632000,11195,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/223200/154800/165600,0,b2 G*Cin=5120
64-16-32-32-64-64,6,44.943280,4494328,271.872000,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/97200/165600/280800,0,b2 G*Cin=5120
64-16-64-16-64-64,6,44.972680,4497268,266.572800,10427,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/140400/122400/280800,0,b2 G*Cin=5120
64-16-64-64-16-64,6,44.972680,4497268,266.572800,10427,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/280800/140400/122400,0,b2 G*Cin=5120
64-32-32-64-16-64,6,44.978640,4497864,293.990400,9259,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/165600/140400/122400,0,b2 G*Cin=5120
64-32-48-48-64,5,45.014640,4501464,317.721600,10907,PW-DW-DW-PW-PW,1958400/1872868/238196/208800/223200,0,b2 G*Cin=5120
64-48-64-16-16-64,6,45.050000,4505000,356.659200,10539,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/140400/54000/122400,0,b2 G*Cin=5120
64-48-32-16-32-64,6,45.050000,4505000,343.526400,9627,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/82800/68400/165600,0,b2 G*Cin=5120
64-32-48-16-48-64,6,45.068640,4506864,308.736000,10283,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/111600/102600/223200,0,b2 G*Cin=5120
64-48-64-32-64,5,45.086000,4508600,382.464000,12331,PW-DW-DW-PW-PW,1958400/1872868/356932/154800/165600,0,b2 G*Cin=5120
64-16-64-48-32-64,6,45.116680,4511668,273.945600,10939,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/266400/126000/165600,0,b2 G*Cin=5120
64-64-32-16-64,5,45.121360,4512136,385.689600,9483,PW-DW-DW-PW-PW,1958400/1872868/475668/82800/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-32-48-32-64,6,45.122640,4512264,308.736000,10283,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/151200/126000/165600,0,b2 G*Cin=5120
64-32-16-64-32-64,6,45.122640,4512264,301.363200,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/122400/154800/165600,0,b2 G*Cin=5120
64-32-48-48-16-64,6,45.122640,4512264,301.363200,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/208800/111600/122400,0,b2 G*Cin=5120
64-32-16-32-48-64,6,45.122640,4512264,299.289600,9627,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/68400/151200/223200,0,b2 G*Cin=5120
64-48-16-48-64,5,45.140000,4514000,341.452800,9483,PW-DW-DW-PW-PW,1958400/1872868/356932/102600/223200,0,b2 G*Cin=5120
64-16-64-64-64,5,45.152680,4515268,293.990400,12331,PW-DW-PW-PW-PW,1958400/1872868/122400/280800/280800,0,b2 G*Cin=5120
64-32-32-64-64,5,45.158640,4515864,321.408000,11163,PW-DW-DW-PW-PW,1958400/1872868/238196/165600/280800,0,b2 G*Cin=5120
64-48-48-32-16-64,6,45.194000,4519400,356.659200,10539,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/126000/82800/122400,0,b2 G*Cin=5120
64-48-16-32-32-64,6,45.194000,4519400,339.840000,9371,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/68400/97200/165600,0,b2 G*Cin=5120
64-16-48-32-64-64,6,45.231280,4523128,285.004800,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/126000/165600/280800,0,b2 G*Cin=5120
64-48-16-48-16-64,6,45.248000,4524800,325.094400,8347,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/102600/111600/122400,0,b2 G*Cin=5120
64-32-16-16-64-64,6,45.266640,4526664,302.976000,9883,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/54000/122400/280800,0,b2 G*Cin=5120
64-64-48-64,4,45.301360,4530136,422.553600,12043,PW-DW-DW-PW,1958400/1872868/475668/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-16-32-64,6,45.338000,4533800,360.345600,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/111600/68400/165600,0,b2 G*Cin=5120
64-16-32-48-48-64,6,45.339280,4533928,268.185600,10539,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/151200/208800/223200,0,b2 G*Cin=5120
64-32-64-16-48-64,6,45.356640,4535664,321.868800,11195,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/140400/102600/223200,0,b2 G*Cin=5120
64-64-16-16-16-64,6,45.373360,4537336,370.944000,8459,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/54000/54000/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-48-16-64,5,45.409360,4540936,406.195200,10907,PW-DW-DW-PW-PW,1958400/1872868/475668/111600/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-32-64,5,45.409360,4540936,385.689600,9483,PW-DW-DW-PW-PW,1958400/1872868/475668/68400/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-32-32-48-64,6,45.410640,4541064,316.108800,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/97200/151200/223200,0,b2 G*Cin=5120
64-48-64-32-16-64,6,45.482000,4548200,377.164800,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/154800/82800/122400,0,b2 G*Cin=5120
64-48-32-32-32-64,6,45.482000,4548200,360.345600,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/97200/97200/165600,0,b2 G*Cin=5120
64-16-64-32-64-64,6,45.548680,4554868,298.137600,12619,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/154800/165600/280800,0,b2 G*Cin=5120
64-16-64-64-32-64,6,45.548680,4554868,298.137600,12619,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/280800/154800/165600,0,b2 G*Cin=5120
64-32-32-64-32-64,6,45.554640,4555464,325.555200,11451,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/165600/154800/165600,0,b2 G*Cin=5120
64-32-48-64-16-64,6,45.554640,4555464,318.182400,10939,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/223200/140400/122400,0,b2 G*Cin=5120
64-32-32-16-64-64,6,45.554640,4555464,316.108800,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/82800/122400/280800,0,b2 G*Cin=5120
64-16-16-48-64-64,6,45.573280,4557328,279.244800,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/102600/223200/280800,0,b2 G*Cin=5120
64-32-64-48-64,5,45.590640,4559064,338.227200,12331,PW-DW-DW-PW-PW,1958400/1872868/238196/266400/223200,0,b2 G*Cin=5120
64-48-64-16-32-64,6,45.626000,4562600,377.164800,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/140400/68400/165600,0,b2 G*Cin=5120
64-48-32-48-64,5,45.626000,4562600,365.644800,11163,PW-DW-DW-PW-PW,1958400/1872868/356932/151200/223200,0,b2 G*Cin=5120
64-16-16-64-48-64,6,45.627280,4562728,268.185600,10539,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/122400/266400/223200,0,b2 G*Cin=5120
64-64-32-16-16-64,6,45.661360,4566136,391.449600,9883,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/82800/54000/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-16-48-64,6,45.680000,4568000,347.212800,9883,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/54000/102600/223200,0,b2 G*Cin=5120
64-64-64-16-64,5,45.697360,4569736,426.700800,12331,PW-DW-DW-PW-PW,1958400/1872868/475668/140400/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-32-64,5,45.697360,4569736,409.881600,11163,PW-DW-DW-PW-PW,1958400/1872868/475668/97200/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-32-48-64,6,45.698640,4569864,332.928000,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/126000/151200/223200,0,b2 G*Cin=5120
64-32-48-48-32-64,6,45.698640,4569864,329.241600,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/208800/126000/165600,0,b2 G*Cin=5120
64-32-64-48-16-64,6,45.698640,4569864,321.868800,11195,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/266400/111600/122400,0,b2 G*Cin=5120
64-48-32-48-16-64,6,45.734000,4573400,349.286400,10027,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/151200/111600/122400,0,b2 G*Cin=5120
64-48-16-64-16-64,6,45.734000,4573400,334.540800,9003,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/122400/140400/122400,0,b2 G*Cin=5120
64-32-48-64-64,5,45.734640,4573464,345.600000,12843,PW-DW-DW-PW-PW,1958400/1872868/238196/223200/280800,0,b2 G*Cin=5120
64-48-48-32-32-64,6,45.770000,4577000,380.851200,12219,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/126000/97200/165600,0,b2 G*Cin=5120
64-64-16-32-16-64,6,45.805360,4580536,380.390400,9115,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/68400/82800/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-48-32-64,6,45.824000,4582400,352.972800,10283,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/102600/126000/165600,0,b2 G*Cin=5120
64-32-48-16-64-64,6,45.842640,4584264,329.241600,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/111600/122400/280800,0,b2 G*Cin=5120
64-32-16-32-64-64,6,45.842640,4584264,323.481600,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/68400/165600/280800,0,b2 G*Cin=5120
64-64-64-64,4,45.877360,4587736,454.118400,14235,PW-DW-DW-PW,1958400/1872868/475668/280800,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-64-64,5,45.914000,4591400,361.958400,10907,PW-DW-DW-PW-PW,1958400/1872868/356932/122400/280800,0,b2 G*Cin=5120
64-16-48-48-48-64,6,45.915280,4591528,285.004800,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/208800/208800/223200,0,b2 G*Cin=5120
64-64-48-16-16-64,6,45.949360,4594936,411.955200,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/111600/54000/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-16-32-64,6,45.949360,4594936,391.449600,9883,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/54000/68400/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-32-16-48-64,6,45.968000,4596800,364.032000,11051,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/82800/102600/223200,0,b2 G*Cin=5120
64-64-48-32-64,5,45.985360,4598536,434.073600,12843,PW-DW-DW-PW-PW,1958400/1872868/475668/126000/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-32-48-64,6,45.986640,4598664,349.747200,13131,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/154800/151200/223200,0,b2 G*Cin=5120
64-32-16-48-48-64,6,46.040640,4604064,316.108800,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/102600/208800/223200,0,b2 G*Cin=5120
64-48-64-32-32-64,6,46.058000,4605800,401.356800,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/154800/97200/165600,0,b2 G*Cin=5120
64-16-32-48-64-64,6,46.059280,4605928,296.064000,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/151200/223200/280800,0,b2 G*Cin=5120
64-16-32-64-48-64,6,46.059280,4605928,288.691200,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/165600/266400/223200,0,b2 G*Cin=5120
64-64-32-32-16-64,6,46.093360,4609336,404.582400,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/97200/82800/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-64-32-64,6,46.130640,4613064,349.747200,13131,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/223200/154800/165600,0,b2 G*Cin=5120
64-32-64-16-64-64,6,46.130640,4613064,342.374400,12619,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/140400/122400/280800,0,b2 G*Cin=5120
64-32-64-64-16-64,6,46.130640,4613064,342.374400,12619,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/280800/140400/122400,0,b2 G*Cin=5120
64-32-32-32-64-64,6,46.130640,4613064,340.300800,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/97200/165600/280800,0,b2 G*Cin=5120
64-48-32-64-16-64,6,46.166000,4616600,362.419200,10939,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/165600/140400/122400,0,b2 G*Cin=5120
64-48-48-48-64,5,46.202000,4620200,389.836800,12843,PW-DW-DW-PW-PW,1958400/1872868/356932/208800/223200,0,b2 G*Cin=5120
64-64-64-16-16-64,6,46.237360,4623736,432.460800,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/140400/54000/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-16-32-64,6,46.237360,4623736,411.955200,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/82800/68400/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-16-48-64,6,46.256000,4625600,380.851200,12219,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/111600/102600/223200,0,b2 G*Cin=5120
64-64-64-32-64,5,46.273360,4627336,458.265600,14523,PW-DW-DW-PW-PW,1958400/1872868/475668/154800/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-48-32-64,6,46.274640,4627464,349.747200,13131,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/266400/126000/165600,0,b2 G*Cin=5120
64-48-32-48-32-64,6,46.310000,4631000,377.164800,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/151200/126000/165600,0,b2 G*Cin=5120
64-48-48-48-16-64,6,46.310000,4631000,373.478400,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/208800/111600/122400,0,b2 G*Cin=5120
64-48-16-64-32-64,6,46.310000,4631000,366.105600,11195,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/122400/154800/165600,0,b2 G*Cin=5120
64-48-16-32-48-64,6,46.310000,4631000,364.032000,11051,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/68400/151200/223200,0,b2 G*Cin=5120
64-32-64-64-64,5,46.310640,4631064,369.792000,14523,PW-DW-DW-PW-PW,1958400/1872868/238196/280800/280800,0,b2 G*Cin=5120
64-64-16-48-64,5,46.327360,4632736,406.195200,10907,PW-DW-DW-PW-PW,1958400/1872868/475668/102600/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-32-64-64,5,46.346000,4634600,389.836800,12843,PW-DW-DW-PW-PW,1958400/1872868/356932/165600/280800,0,b2 G*Cin=5120
64-16-16-64-64-64,6,46.347280,4634728,299.750400,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/122400/280800/280800,0,b2 G*Cin=5120
64-64-48-32-16-64,6,46.381360,4638136,428.774400,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/126000/82800/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-32-32-64,6,46.381360,4638136,404.582400,10795,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/68400/97200/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-48-32-64-64,6,46.418640,4641864,357.120000,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/126000/165600/280800,0,b2 G*Cin=5120
64-64-16-48-16-64,6,46.435360,4643536,389.836800,9771,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/102600/111600/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-16-16-64-64,6,46.454000,4645400,367.718400,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/54000/122400/280800,0,b2 G*Cin=5120
64-16-64-48-48-64,6,46.520680,4652068,301.824000,12875,PW-DW-PW-PW-PW-PW,1958400/1872868/122400/266400/208800/223200,0,b2 G*Cin=5120
64-64-48-16-32-64,6,46.525360,4652536,432.460800,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/111600/68400/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-32-48-48-64,6,46.526640,4652664,336.614400,12219,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/151200/208800/223200,0,b2 G*Cin=5120
64-48-64-16-48-64,6,46.544000,4654400,397.670400,13387,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/140400/102600/223200,0,b2 G*Cin=5120
64-48-32-32-48-64,6,46.598000,4659800,384.537600,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/97200/151200/223200,0,b2 G*Cin=5120
64-16-48-48-64-64,6,46.635280,4663528,312.883200,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/208800/223200/280800,0,b2 G*Cin=5120
64-16-48-64-48-64,6,46.635280,4663528,309.196800,13387,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/223200/266400/223200,0,b2 G*Cin=5120
64-64-64-32-16-64,6,46.669360,4666936,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/154800/82800/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-32-32-64,6,46.669360,4666936,428.774400,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/97200/97200/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-64-32-64-64,6,46.706640,4670664,373.939200,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/154800/165600/280800,0,b2 G*Cin=5120
64-32-64-64-32-64,6,46.706640,4670664,373.939200,14811,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/280800/154800/165600,0,b2 G*Cin=5120
64-48-32-64-32-64,6,46.742000,4674200,393.984000,13131,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/165600/154800/165600,0,b2 G*Cin=5120
64-48-48-64-16-64,6,46.742000,4674200,390.297600,12875,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/223200/140400/122400,0,b2 G*Cin=5120
64-48-32-16-64-64,6,46.742000,4674200,384.537600,12475,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/82800/122400/280800,0,b2 G*Cin=5120
64-32-16-48-64-64,6,46.760640,4676064,343.987200,12731,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/102600/223200/280800,0,b2 G*Cin=5120
64-48-64-48-64,5,46.778000,4677800,414.028800,14523,PW-DW-DW-PW-PW,1958400/1872868/356932/266400/223200,0,b2 G*Cin=5120
64-16-32-64-64-64,6,46.779280,4677928,320.256000,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/119460/165600/280800/280800,0,b2 G*Cin=5120
64-64-64-16-32-64,6,46.813360,4681336,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/140400/68400/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-32-48-64,5,46.813360,4681336,434.073600,12843,PW-DW-DW-PW-PW,1958400/1872868/475668/151200/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-32-16-64-48-64,6,46.814640,4681464,332.928000,11963,PW-DW-DW-PW-PW-PW,1958400/1872868/238196/122400/266400/223200,0,b2 G*Cin=5120
64-64-16-16-48-64,6,46.867360,4686736,411.955200,11307,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/54000/102600/223200,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-32-48-64,6,46.886000,4688600,405.043200,13899,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/126000/151200/223200,0,b2 G*Cin=5120
64-48-48-48-32-64,6,46.886000,4688600,401.356800,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/208800/126000/165600,0,b2 G*Cin=5120
64-48-64-48-16-64,6,46.886000,4688600,397.670400,13387,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/266400/111600/122400,0,b2 G*Cin=5120
64-64-32-48-16-64,6,46.921360,4692136,417.715200,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/151200/111600/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-64-16-64,6,46.921360,4692136,399.283200,10427,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/122400/140400/122400,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-64-64,5,46.922000,4692200,417.715200,14779,PW-DW-DW-PW-PW,1958400/1872868/356932/223200/280800,0,b2 G*Cin=5120
64-64-48-32-32-64,6,46.957360,4695736,452.966400,14155,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/126000/97200/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-64-16-48-32-64,6,47.011360,4701136,417.715200,11707,PW-DW-DW-PW-PW-PW,1958400/1872868/475668/102600/126000/165600,0,b2 G*Cin=5120;b3 G*Cin=2560
64-48-48-16-64-64,6,47.030000,4703000,401.356800,13643,PW-DW-DW-PW-PW-PW,1958400/1872868/356932/111600/122400/280800,0,b2 G*Cin=5120
